Nr,Event,Participant,TaskID,Reaction.Time,Audio,Voice,Type,Sentence,Noise,ANSWER,Word1,Word2,Word3,Word4,Word5,Response,WordsCorrect,Accuracy,Sex,Age,BirthCountry,Date,TimeTaken,Approvals,Location
2444,620,67658a9232bf95b71a94b321,task-r6hy,14235.3,voice_03_human_029_-3dB.mp3,3,human,29,-3dB,the sofa cushion is red and of light weight,sofa,cushion,red,light,weight,the sofa cushion is and light weight,4,0.8,Female,21,United Kingdom,2025-05-27T11:46:51.538000Z,1618,23,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)"
2445,621,67658a9232bf95b71a94b321,task-r6hy,12020.7,voice_04_human_010_0dB.mp3,4,human,10,0dB,place a rosebush near the porch steps,place,rosebush,near,porch,steps,place a rose bush near the porch steps,4,0.8,Female,21,United Kingdom,2025-05-27T11:46:51.538000Z,1618,23,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)"
2446,622,67658a9232bf95b71a94b321,task-r6hy,7661.3,voice_06_human_001_0dB.mp3,6,human,1,0dB,rice is often served in round bowls,rice,often,served,round,bowls,rice is often served in bowls,4,0.8,Female,21,United Kingdom,2025-05-27T11:46:51.538000Z,1618,23,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)"
2450,626,67658a9232bf95b71a94b321,task-r6hy,7259.7,voice_01_clone_068_3dB.mp3,1,clone,68,3dB,he crawled with care along the ledge,crawled,with,care,along,ledge,he crawled with care along the ledge,4,0.8,Female,21,United Kingdom,2025-05-27T11:46:51.538000Z,1618,23,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)"
2462,638,67658a9232bf95b71a94b321,task-r6hy,6784.6,voice_03_clone_079_3dB.mp3,3,clone,79,3dB,the music played on while they talked,music,played,while,they,talked,the music played on whilst they talked,4,0.8,Female,21,United Kingdom,2025-05-27T11:46:51.538000Z,1618,23,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)"
2468,644,67658a9232bf95b71a94b321,task-r6hy,8570.6,voice_12_clone_067_3dB.mp3,12,clone,67,3dB,it takes a good trap to capture a bear,takes,good,trap,capture,bear,it takes a good truck to capture a bear,4,0.8,Female,21,United Kingdom,2025-05-27T11:46:51.538000Z,1618,23,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)"
2475,651,67658a9232bf95b71a94b321,task-r6hy,14689.6,voice_07_clone_052_-6dB.mp3,7,clone,52,-6dB,the horse trotted around the field at a brisk pace,horse,trotted,field,brisk,pace,the horse trotted around the field at a brief pace,4,0.8,Female,21,United Kingdom,2025-05-27T11:46:51.538000Z,1618,23,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)"
2476,652,67658a9232bf95b71a94b321,task-r6hy,6849.5,voice_07_clone_072_3dB.mp3,7,clone,72,3dB,a lathe cuts and trims any wood,lathe,cuts,trims,any,wood,a cuts and trims any wood,4,0.8,Female,21,United Kingdom,2025-05-27T11:46:51.538000Z,1618,23,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)"
2485,661,67658a9232bf95b71a94b321,task-r6hy,12308.5,voice_08_clone_063_3dB.mp3,8,clone,63,3dB,a gem in the rough needs work to polish,gem,rough,needs,work,polish,a gem in the rough needs a polish,4,0.8,Female,21,United Kingdom,2025-05-27T11:46:51.538000Z,1618,23,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)"
2499,94,67727a80c7d8eee59166d596,task-dt9q,13330.6,voice_08_clone_040_-6dB.mp3,8,clone,40,-6dB,a blue crane is a tall wading bird,blue,crane,tall,wading,bird,tall framed a blue wading bird,4,0.8,Male,35,United Kingdom,2025-05-26T15:15:55.297000Z,2250,118,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)"
2507,102,67727a80c7d8eee59166d596,task-dt9q,16019.2,voice_03_clone_006_-3dB.mp3,3,clone,6,-3dB,hoist the load to your left shoulder,hoist,load,your,left,shoulder,hiost the load to your left shoulder,4,0.8,Male,35,United Kingdom,2025-05-26T15:15:55.297000Z,2250,118,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)"
2514,109,67727a80c7d8eee59166d596,task-dt9q,13927,voice_08_clone_020_-3dB.mp3,8,clone,20,-3dB,thieves who rob friends deserve jail,thieves,rob,friends,deserve,jail,thiefs who rob friends deserve jail,4,0.8,Male,35,United Kingdom,2025-05-26T15:15:55.297000Z,2250,118,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)"
2515,110,67727a80c7d8eee59166d596,task-dt9q,10317.7,voice_06_clone_018_-3dB.mp3,6,clone,18,-3dB,open the crate but don't break the glass,open,crate,don't,break,glass,open the coke don't break the glass,4,0.8,Male,35,United Kingdom,2025-05-26T15:15:55.297000Z,2250,118,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)"
2522,117,67727a80c7d8eee59166d596,task-dt9q,9300.2,voice_12_clone_024_-6dB.mp3,12,clone,24,-6dB,bring your problems to the wise chief,bring,your,problems,wise,chief,bring your problems to the rice chief,4,0.8,Male,35,United Kingdom,2025-05-26T15:15:55.297000Z,2250,118,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)"
2525,120,67727a80c7d8eee59166d596,task-dt9q,10600.7,voice_03_clone_026_-6dB.mp3,3,clone,26,-6dB,these thistles bend in a high wind,these,thistles,bend,high,wind,these thistle bend in a high wind,4,0.8,Male,35,United Kingdom,2025-05-26T15:15:55.297000Z,2250,118,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)"
2533,128,67727a80c7d8eee59166d596,task-dt9q,13394.2,voice_08_human_070_0dB.mp3,8,human,70,0dB,a sash of gold silk will trim her dress,sash,gold,silk,trim,dress,a shash of gold silk trimmed the dress,4,0.8,Male,35,United Kingdom,2025-05-26T15:15:55.297000Z,2250,118,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)"
2537,132,67727a80c7d8eee59166d596,task-dt9q,11951.4,voice_03_human_076_0dB.mp3,3,human,76,0dB,breakfast buns are fine with a hot drink,breakfast,buns,fine,hot,drink,breakfast buns are fine not drink,4,0.8,Male,35,United Kingdom,2025-05-26T15:15:55.297000Z,2250,118,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)"
2540,135,67727a80c7d8eee59166d596,task-dt9q,7987.8,voice_06_human_078_0dB.mp3,6,human,78,0dB,to have is better than to wait and hope,have,better,than,wait,hope,to have is better to wait in hope,4,0.8,Male,35,United Kingdom,2025-05-26T15:15:55.297000Z,2250,118,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)"
2543,138,67727a80c7d8eee59166d596,task-dt9q,16395.6,voice_10_human_052_3dB.mp3,10,human,52,3dB,the horse trotted around the field at a brisk pace,horse,trotted,field,brisk,pace,the horse trottered around the field at a brisk pace,4,0.8,Male,35,United Kingdom,2025-05-26T15:15:55.297000Z,2250,118,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)"
2545,140,67727a80c7d8eee59166d596,task-dt9q,15391.5,voice_04_human_057_3dB.mp3,4,human,57,3dB,the nozzle of the fire hose was bright brass,nozzle,fire,hose,bright,brass,the nossle of the fire hose was bright brass,4,0.8,Male,35,United Kingdom,2025-05-26T15:15:55.297000Z,2250,118,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)"
2550,145,67727a80c7d8eee59166d596,task-dt9q,10382,voice_03_human_056_3dB.mp3,3,human,56,3dB,the last switch cannot be turned off,last,switch,cannot,turned,off,the last switch can not be turned off,4,0.8,Male,35,United Kingdom,2025-05-26T15:15:55.297000Z,2250,118,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)"
2552,147,67727a80c7d8eee59166d596,task-dt9q,15087,voice_11_human_073_0dB.mp3,11,human,73,0dB,no cement will hold hard wood,no,cement,hold,hard,wood,no cement with hold hard truth,4,0.8,Male,35,United Kingdom,2025-05-26T15:15:55.297000Z,2250,118,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)"
2556,151,67727a80c7d8eee59166d596,task-dt9q,17996.7,voice_08_human_061_0dB.mp3,9,human,61,0dB,glass will clink when struck by metal,glass,will,clink,struck,metal,glass will crack when struck by metal,4,0.8,Male,35,United Kingdom,2025-05-26T15:15:55.297000Z,2250,118,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)"
2563,158,67727a80c7d8eee59166d596,task-dt9q,13883.4,voice_01_human_065_0dB.mp3,1,human,65,0dB,let it burn it gives us warmth and comfort,let,burn,gives,warmth,comfort,let it burn gives us warm and comfort,4,0.8,Male,35,United Kingdom,2025-05-26T15:15:55.297000Z,2250,118,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)"
2564,159,67727a80c7d8eee59166d596,task-dt9q,11436.3,voice_08_human_050_3dB.mp3,8,human,50,3dB,we are sure that one war is enough,sure,that,one,war,enough,we are sure that one rule is enough,4,0.8,Male,35,United Kingdom,2025-05-26T15:15:55.297000Z,2250,118,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)"
2567,162,67727a80c7d8eee59166d596,task-dt9q,9513,voice_03_human_046_3dB.mp3,3,human,46,3dB,add salt before you fry the egg,add,salt,before,fry,egg,add salt before you fire the egg,4,0.8,Male,35,United Kingdom,2025-05-26T15:15:55.297000Z,2250,118,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)"
2571,166,67727a80c7d8eee59166d596,task-dt9q,10653.9,voice_07_human_049_3dB.mp3,7,human,49,3dB,the houses are built of red clay bricks,houses,built,red,clay,bricks,the house are built of red clay bricks,4,0.8,Male,35,United Kingdom,2025-05-26T15:15:55.297000Z,2250,118,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)"
2579,174,6772f2f973632e9abc06ff3b,task-ic2w,9364.6,voice_06_clone_006_0dB.mp3,6,clone,6,0dB,hoist the load to your left shoulder,hoist,load,your,left,shoulder,Push the load to your left shoulder,4,0.8,Male,32,United Kingdom,2025-05-27T15:40:59.957000Z,1906,28,"London, England "
2581,176,6772f2f973632e9abc06ff3b,task-ic2w,8597.1,voice_06_clone_026_-3dB.mp3,6,clone,26,-3dB,these thistles bend in a high wind,these,thistles,bend,high,wind,These bend high wind,4,0.8,Male,32,United Kingdom,2025-05-27T15:40:59.957000Z,1906,28,"London, England "
2588,183,6772f2f973632e9abc06ff3b,task-ic2w,7933,voice_01_clone_003_0dB.mp3,1,clone,3,0dB,help the woman get back to her feet,help,woman,get,back,feet,Help the women get back to her feet,4,0.8,Male,32,United Kingdom,2025-05-27T15:40:59.957000Z,1906,28,"London, England "
2595,190,6772f2f973632e9abc06ff3b,task-ic2w,7596,voice_01_clone_033_-3dB.mp3,1,clone,33,-3dB,torn scraps littered the stone floor,torn,scraps,littered,stone,floor,twin scraps littered the stone floor,4,0.8,Male,32,United Kingdom,2025-05-27T15:40:59.957000Z,1906,28,"London, England "
2601,196,6772f2f973632e9abc06ff3b,task-ic2w,8238.5,voice_06_clone_016_0dB.mp3,6,clone,16,0dB,a tusk is used to make costly gifts,tusk,used,make,costly,gifts,A tusk is made to make costly gifts,4,0.8,Male,32,United Kingdom,2025-05-27T15:40:59.957000Z,1906,28,"London, England "
2604,199,6772f2f973632e9abc06ff3b,task-ic2w,9513.7,voice_12_clone_012_0dB.mp3,12,clone,12,0dB,the pearl was worn in a thin silver ring,pearl,worn,thin,silver,ring,The pearl was worn on a small silver ring,4,0.8,Male,32,United Kingdom,2025-05-27T15:40:59.957000Z,1906,28,"London, England "
2608,203,6772f2f973632e9abc06ff3b,task-ic2w,8455.1,voice_03_clone_004_0dB.mp3,3,clone,4,0dB,the fish twisted abd turned on the bent hook,fish,twisted,turned,bent,hook,The fish twisted and turned on the red hook,4,0.8,Male,32,United Kingdom,2025-05-27T15:40:59.957000Z,1906,28,"London, England "
2613,208,6772f2f973632e9abc06ff3b,task-ic2w,7812.2,voice_11_clone_001_0dB.mp3,11,clone,1,0dB,rice is often served in round bowls,rice,often,served,round,bowls,Rich is often served in round bowls,4,0.8,Male,32,United Kingdom,2025-05-27T15:40:59.957000Z,1906,28,"London, England "
2618,213,6772f2f973632e9abc06ff3b,task-ic2w,7475.6,voice_07_human_077_3dB.mp3,7,human,77,3dB,throw out the used paper cup and plate,throw,used,paper,cup,plate,Throw out the used cup and plate,4,0.8,Male,32,United Kingdom,2025-05-27T15:40:59.957000Z,1906,28,"London, England "
2632,227,6772f2f973632e9abc06ff3b,task-ic2w,13594.8,voice_08_human_078_3dB.mp3,8,human,78,3dB,to have is better than to wait and hope,have,better,than,wait,hope,To have is better to wait and hope,4,0.8,Male,32,United Kingdom,2025-05-27T15:40:59.957000Z,1906,28,"London, England "
2639,234,6772f2f973632e9abc06ff3b,task-ic2w,10449.6,voice_11_human_061_3dB.mp3,11,human,61,3dB,glass will clink when struck by metal,glass,will,clink,struck,metal,Glass with clink when struck with metal,4,0.8,Male,32,United Kingdom,2025-05-27T15:40:59.957000Z,1906,28,"London, England "
2642,237,6772f2f973632e9abc06ff3b,task-ic2w,7659,voice_07_human_047_-6dB.mp3,7,human,47,-6dB,jump the fence and hurry up the bank,jump,fence,hurry,up,bank,Jump the fence high up the bank,4,0.8,Male,32,United Kingdom,2025-05-27T15:40:59.957000Z,1906,28,"London, England "
2651,246,6772f2f973632e9abc06ff3b,task-ic2w,8036.5,voice_11_human_071_3dB.mp3,11,human,71,3dB,fake stones shine but cost little,fake,stones,shine,cost,little,Great stones shine but cost little,4,0.8,Male,32,United Kingdom,2025-05-27T15:40:59.957000Z,1906,28,"London, England "
